Count,pickup_location,Day,Hour
1,POINT (-87.5949254391 41.7788768603),17,9
3,POINT (-87.5949254391 41.7788768603),17,10
2,POINT (-87.5949254391 41.7788768603),17,11
1,POINT (-87.5949254391 41.7788768603),17,12
1,POINT (-87.5949254391 41.7788768603),17,13
2,POINT (-87.5949254391 41.7788768603),17,14
1,POINT (-87.5949254391 41.7788768603),17,16
1,POINT (-87.5949254391 41.7788768603),17,19
1,POINT (-87.5949254391 41.7788768603),17,20
1,POINT (-87.5961833442 41.8089162826),11,5
2,POINT (-87.5961833442 41.8089162826),11,7
5,POINT (-87.5961833442 41.8089162826),11,8
5,POINT (-87.5961833442 41.8089162826),11,9
6,POINT (-87.5961833442 41.8089162826),11,10
5,POINT (-87.5961833442 41.8089162826),11,11
2,POINT (-87.5961833442 41.8089162826),11,12
4,POINT (-87.5961833442 41.8089162826),11,13
6,POINT (-87.5961833442 41.8089162826),11,14
2,POINT (-87.5961833442 41.8089162826),11,15
1,POINT (-87.5961833442 41.8089162826),11,17
3,POINT (-87.5961833442 41.8089162826),11,18
2,POINT (-87.5961833442 41.8089162826),11,19
1,POINT (-87.5961833442 41.8089162826),11,20
1,POINT (-87.5961833442 41.8089162826),11,21
3,POINT (-87.5961833442 41.8089162826),12,0
1,POINT (-87.5961833442 41.8089162826),12,4
1,POINT (-87.5961833442 41.8089162826),12,5
2,POINT (-87.5961833442 41.8089162826),12,6
3,POINT (-87.5961833442 41.8089162826),12,7
6,POINT (-87.5961833442 41.8089162826),12,8
10,POINT (-87.5961833442 41.8089162826),12,9
3,POINT (-87.5961833442 41.8089162826),12,10
7,POINT (-87.5961833442 41.8089162826),12,11
3,POINT (-87.5961833442 41.8089162826),12,12
1,POINT (-87.5961833442 41.8089162826),12,13
3,POINT (-87.5961833442 41.8089162826),12,14
1,POINT (-87.5961833442 41.8089162826),12,15
6,POINT (-87.5961833442 41.8089162826),12,16
3,POINT (-87.5961833442 41.8089162826),12,18
1,POINT (-87.5961833442 41.8089162826),12,19
1,POINT (-87.5961833442 41.8089162826),12,23
1,POINT (-87.5961833442 41.8089162826),13,0
1,POINT (-87.5961833442 41.8089162826),13,3
2,POINT (-87.5961833442 41.8089162826),13,4
2,POINT (-87.5961833442 41.8089162826),13,6
2,POINT (-87.5961833442 41.8089162826),13,7
4,POINT (-87.5961833442 41.8089162826),13,8
5,POINT (-87.5961833442 41.8089162826),13,9
5,POINT (-87.5961833442 41.8089162826),13,10
6,POINT (-87.5961833442 41.8089162826),13,11
3,POINT (-87.5961833442 41.8089162826),13,12
3,POINT (-87.5961833442 41.8089162826),13,13
2,POINT (-87.5961833442 41.8089162826),13,14
5,POINT (-87.5961833442 41.8089162826),13,15
2,POINT (-87.5961833442 41.8089162826),13,16
5,POINT (-87.5961833442 41.8089162826),13,17
2,POINT (-87.5961833442 41.8089162826),13,18
2,POINT (-87.5961833442 41.8089162826),13,19
1,POINT (-87.5961833442 41.8089162826),13,20
2,POINT (-87.5961833442 41.8089162826),13,22
1,POINT (-87.5961833442 41.8089162826),14,5
4,POINT (-87.5961833442 41.8089162826),14,7
4,POINT (-87.5961833442 41.8089162826),14,8
3,POINT (-87.5961833442 41.8089162826),14,9
5,POINT (-87.5961833442 41.8089162826),14,10
6,POINT (-87.5961833442 41.8089162826),14,11
5,POINT (-87.5961833442 41.8089162826),14,12
9,POINT (-87.5961833442 41.8089162826),14,13
6,POINT (-87.5961833442 41.8089162826),14,14
4,POINT (-87.5961833442 41.8089162826),14,15
1,POINT (-87.5961833442 41.8089162826),14,16
3,POINT (-87.5961833442 41.8089162826),14,17
3,POINT (-87.5961833442 41.8089162826),14,18
1,POINT (-87.5961833442 41.8089162826),14,19
2,POINT (-87.5961833442 41.8089162826),14,20
1,POINT (-87.5961833442 41.8089162826),14,21
1,POINT (-87.5961833442 41.8089162826),14,22
3,POINT (-87.5961833442 41.8089162826),15,0
1,POINT (-87.5961833442 41.8089162826),15,1
3,POINT (-87.5961833442 41.8089162826),15,4
2,POINT (-87.5961833442 41.8089162826),15,5
2,POINT (-87.5961833442 41.8089162826),15,6
1,POINT (-87.5961833442 41.8089162826),15,7
4,POINT (-87.5961833442 41.8089162826),15,8
6,POINT (-87.5961833442 41.8089162826),15,9
6,POINT (-87.5961833442 41.8089162826),15,10
4,POINT (-87.5961833442 41.8089162826),15,11
3,POINT (-87.5961833442 41.8089162826),15,12
4,POINT (-87.5961833442 41.8089162826),15,13
4,POINT (-87.5961833442 41.8089162826),15,14
2,POINT (-87.5961833442 41.8089162826),15,15
6,POINT (-87.5961833442 41.8089162826),15,16
2,POINT (-87.5961833442 41.8089162826),15,17
2,POINT (-87.5961833442 41.8089162826),15,18
4,POINT (-87.5961833442 41.8089162826),15,19
1,POINT (-87.5961833442 41.8089162826),15,20
2,POINT (-87.5961833442 41.8089162826),15,21
1,POINT (-87.5961833442 41.8089162826),15,22
2,POINT (-87.5961833442 41.8089162826),15,23
1,POINT (-87.5961833442 41.8089162826),16,2
1,POINT (-87.5961833442 41.8089162826),16,4
1,POINT (-87.5961833442 41.8089162826),16,5
2,POINT (-87.5961833442 41.8089162826),16,6
4,POINT (-87.5961833442 41.8089162826),16,7
7,POINT (-87.5961833442 41.8089162826),16,8
4,POINT (-87.5961833442 41.8089162826),16,9
8,POINT (-87.5961833442 41.8089162826),16,10
2,POINT (-87.5961833442 41.8089162826),16,11
2,POINT (-87.5961833442 41.8089162826),16,12
3,POINT (-87.5961833442 41.8089162826),16,13
7,POINT (-87.5961833442 41.8089162826),16,14
1,POINT (-87.5961833442 41.8089162826),16,15
1,POINT (-87.5961833442 41.8089162826),16,16
2,POINT (-87.5961833442 41.8089162826),16,17
2,POINT (-87.5961833442 41.8089162826),16,18
1,POINT (-87.5961833442 41.8089162826),16,19
1,POINT (-87.5961833442 41.8089162826),16,22
1,POINT (-87.5961833442 41.8089162826),16,23
1,POINT (-87.5961833442 41.8089162826),17,4
1,POINT (-87.5961833442 41.8089162826),17,5
4,POINT (-87.5961833442 41.8089162826),17,6
4,POINT (-87.5961833442 41.8089162826),17,7
3,POINT (-87.5961833442 41.8089162826),17,8
2,POINT (-87.5961833442 41.8089162826),17,9
3,POINT (-87.5961833442 41.8089162826),17,10
2,POINT (-87.5961833442 41.8089162826),17,11
2,POINT (-87.5961833442 41.8089162826),17,12
8,POINT (-87.5961833442 41.8089162826),17,13
3,POINT (-87.5961833442 41.8089162826),17,14
5,POINT (-87.5961833442 41.8089162826),17,15
2,POINT (-87.5961833442 41.8089162826),17,16
3,POINT (-87.5961833442 41.8089162826),17,18
1,POINT (-87.5961833442 41.8089162826),17,19
1,POINT (-87.5961833442 41.8089162826),17,20
2,POINT (-87.5961833442 41.8089162826),17,22
1,POINT (-87.5964755956 41.728182061),11,3
1,POINT (-87.5964755956 41.728182061),12,9
1,POINT (-87.5964755956 41.728182061),12,10
1,POINT (-87.5964755956 41.728182061),12,11
2,POINT (-87.5964755956 41.728182061),12,12
3,POINT (-87.5964755956 41.728182061),12,14
3,POINT (-87.5964755956 41.728182061),12,15
1,POINT (-87.5964755956 41.728182061),13,10
2,POINT (-87.5964755956 41.728182061),13,14
1,POINT (-87.5964755956 41.728182061),13,15
1,POINT (-87.5964755956 41.728182061),13,16
1,POINT (-87.5964755956 41.728182061),14,7
1,POINT (-87.5964755956 41.728182061),14,8
1,POINT (-87.5964755956 41.728182061),14,11
1,POINT (-87.5964755956 41.728182061),14,12
1,POINT (-87.5964755956 41.728182061),14,14
3,POINT (-87.5964755956 41.728182061),14,16
1,POINT (-87.5964755956 41.728182061),15,8
3,POINT (-87.5964755956 41.728182061),15,9
2,POINT (-87.5964755956 41.728182061),15,10
2,POINT (-87.5964755956 41.728182061),15,11
2,POINT (-87.5964755956 41.728182061),15,13
2,POINT (-87.5964755956 41.728182061),15,17
1,POINT (-87.5964755956 41.728182061),16,8
1,POINT (-87.5964755956 41.728182061),16,9
1,POINT (-87.5964755956 41.728182061),16,10
1,POINT (-87.5964755956 41.728182061),16,11
1,POINT (-87.5964755956 41.728182061),16,15
2,POINT (-87.5964755956 41.728182061),16,17
1,POINT (-87.5964755956 41.7281820611),12,15
2,POINT (-87.5982558383 41.7061257523),11,9
1,POINT (-87.5982558383 41.7061257523),11,16
1,POINT (-87.5982558383 41.7061257523),12,8
2,POINT (-87.5982558383 41.7061257523),12,11
1,POINT (-87.5982558383 41.7061257523),13,10
1,POINT (-87.5982558383 41.7061257523),13,14
1,POINT (-87.5982558383 41.7061257523),14,8
2,POINT (-87.5982558383 41.7061257523),14,13
1,POINT (-87.5982558383 41.7061257523),14,21
1,POINT (-87.5982558383 41.7061257523),15,0
1,POINT (-87.5982558383 41.7061257523),15,9
1,POINT (-87.5982558383 41.7061257523),15,11
1,POINT (-87.5982558383 41.7061257523),15,12
1,POINT (-87.5982558383 41.7061257523),16,8
1,POINT (-87.5982558383 41.7061257523),16,9
1,POINT (-87.5982558383 41.7061257523),16,10
1,POINT (-87.5982558383 41.7061257523),16,12
1,POINT (-87.5982558383 41.7061257523),16,14
1,POINT (-87.5982558383 41.7061257523),16,17
1,POINT (-87.5982558383 41.7061257523),16,19
1,POINT (-87.5982558383 41.7061257523),17,10
1,POINT (-87.5982558383 41.7061257523),17,15
1,POINT (-87.6012851221 41.790469399500004),12,10
2,POINT (-87.6012851221 41.790469399500004),12,11
1,POINT (-87.6012851221 41.790469399500004),12,14
5,POINT (-87.6012851221 41.790469399500004),12,16
1,POINT (-87.6012851221 41.790469399500004),13,9
5,POINT (-87.6012851221 41.790469399500004),13,10
2,POINT (-87.6012851221 41.790469399500004),13,11
3,POINT (-87.6012851221 41.790469399500004),13,13
1,POINT (-87.6012851221 41.790469399500004),13,14
3,POINT (-87.6012851221 41.790469399500004),13,16
2,POINT (-87.6012851221 41.790469399500004),13,17
3,POINT (-87.6012851221 41.790469399500004),13,18
1,POINT (-87.6012851221 41.790469399500004),14,10
4,POINT (-87.6012851221 41.790469399500004),14,11
3,POINT (-87.6012851221 41.790469399500004),14,14
3,POINT (-87.6012851221 41.790469399500004),14,15
2,POINT (-87.6012851221 41.790469399500004),14,16
3,POINT (-87.6012851221 41.790469399500004),14,17
2,POINT (-87.6012851221 41.790469399500004),15,9
1,POINT (-87.6012851221 41.790469399500004),15,15
2,POINT (-87.6012851221 41.790469399500004),15,16
3,POINT (-87.6012851221 41.790469399500004),15,17
3,POINT (-87.6012851221 41.790469399500004),16,11
2,POINT (-87.6012851221 41.790469399500004),16,12
1,POINT (-87.6012851221 41.790469399500004),16,13
3,POINT (-87.6012851221 41.790469399500004),16,15
5,POINT (-87.6012851221 41.790469399500004),16,16
2,POINT (-87.6012851221 41.790469399500004),16,18
1,POINT (-87.6023504372 41.8237128095),11,0
1,POINT (-87.6023504372 41.8237128095),11,4
1,POINT (-87.6023504372 41.8237128095),11,5
2,POINT (-87.6023504372 41.8237128095),11,10
1,POINT (-87.6023504372 41.8237128095),11,11
1,POINT (-87.6023504372 41.8237128095),11,13
1,POINT (-87.6023504372 41.8237128095),11,14
1,POINT (-87.6023504372 41.8237128095),11,15
1,POINT (-87.6023504372 41.8237128095),12,4
1,POINT (-87.6023504372 41.8237128095),12,6
2,POINT (-87.6023504372 41.8237128095),12,7
1,POINT (-87.6023504372 41.8237128095),12,8
1,POINT (-87.6023504372 41.8237128095),12,9
3,POINT (-87.6023504372 41.8237128095),12,11
4,POINT (-87.6023504372 41.8237128095),12,12
2,POINT (-87.6023504372 41.8237128095),12,13
2,POINT (-87.6023504372 41.8237128095),12,14
1,POINT (-87.6023504372 41.8237128095),12,15
1,POINT (-87.6023504372 41.8237128095),12,16
2,POINT (-87.6023504372 41.8237128095),12,17
1,POINT (-87.6023504372 41.8237128095),12,18
1,POINT (-87.6023504372 41.8237128095),12,19
2,POINT (-87.6023504372 41.8237128095),12,22
1,POINT (-87.6023504372 41.8237128095),12,23
1,POINT (-87.6023504372 41.8237128095),13,7
2,POINT (-87.6023504372 41.8237128095),13,8
1,POINT (-87.6023504372 41.8237128095),13,9
2,POINT (-87.6023504372 41.8237128095),13,11
2,POINT (-87.6023504372 41.8237128095),13,12
2,POINT (-87.6023504372 41.8237128095),13,16
1,POINT (-87.6023504372 41.8237128095),13,17
1,POINT (-87.6023504372 41.8237128095),14,4
3,POINT (-87.6023504372 41.8237128095),14,8
1,POINT (-87.6023504372 41.8237128095),14,9
1,POINT (-87.6023504372 41.8237128095),14,10
2,POINT (-87.6023504372 41.8237128095),14,11
3,POINT (-87.6023504372 41.8237128095),14,13
1,POINT (-87.6023504372 41.8237128095),14,15
2,POINT (-87.6023504372 41.8237128095),14,16
1,POINT (-87.6023504372 41.8237128095),14,18
1,POINT (-87.6023504372 41.8237128095),15,6
3,POINT (-87.6023504372 41.8237128095),15,7
1,POINT (-87.6023504372 41.8237128095),15,11
2,POINT (-87.6023504372 41.8237128095),15,13
1,POINT (-87.6023504372 41.8237128095),15,14
1,POINT (-87.6023504372 41.8237128095),15,15
2,POINT (-87.6023504372 41.8237128095),15,16
3,POINT (-87.6023504372 41.8237128095),15,17
1,POINT (-87.6023504372 41.8237128095),15,19
1,POINT (-87.6023504372 41.8237128095),15,20
4,POINT (-87.6023504372 41.8237128095),15,23
1,POINT (-87.6023504372 41.8237128095),16,4
1,POINT (-87.6023504372 41.8237128095),16,5
1,POINT (-87.6023504372 41.8237128095),16,7
1,POINT (-87.6023504372 41.8237128095),16,8
1,POINT (-87.6023504372 41.8237128095),16,9
4,POINT (-87.6023504372 41.8237128095),16,10
1,POINT (-87.6023504372 41.8237128095),16,12
1,POINT (-87.6023504372 41.8237128095),16,21
1,POINT (-87.6023504372 41.8237128095),16,22
1,POINT (-87.6023504372 41.8237128095),16,23
1,POINT (-87.6023504372 41.8237128095),17,5
1,POINT (-87.6023504372 41.8237128095),17,6
2,POINT (-87.6023504372 41.8237128095),17,8
3,POINT (-87.6023504372 41.8237128095),17,11
1,POINT (-87.6023504372 41.8237128095),17,12
1,POINT (-87.6023504372 41.8237128095),17,14
3,POINT (-87.6023504372 41.8237128095),17,15
2,POINT (-87.6023504372 41.8237128095),17,16
1,POINT (-87.60284764 41.6601360507),11,6
1,POINT (-87.60284764 41.6601360507),13,7
1,POINT (-87.60284764 41.6601360507),13,9
1,POINT (-87.60284764 41.6601360507),13,11
1,POINT (-87.60284764 41.6601360507),14,9
1,POINT (-87.60284764 41.6601360507),14,15
1,POINT (-87.60284764 41.6601360507),16,7
1,POINT (-87.60284764 41.6601360507),16,10
1,POINT (-87.60284764 41.6601360507),16,18
1,POINT (-87.6042416242 41.8276131391),12,14
3,POINT (-87.6100749663 41.7482105124),17,8
1,POINT (-87.6108347373 41.8346735981),11,17
3,POINT (-87.6108347373 41.8346735981),12,8
1,POINT (-87.6108347373 41.8346735981),15,8
3,POINT (-87.6108347373 41.8346735981),16,7
3,POINT (-87.6108347373 41.8346735981),16,19
3,POINT (-87.6125639471 41.8416911186),16,8
3,POINT (-87.6129454143 41.8919715078),11,0
2,POINT (-87.6129454143 41.8919715078),11,1
3,POINT (-87.6129454143 41.8919715078),11,7
4,POINT (-87.6129454143 41.8919715078),11,8
10,POINT (-87.6129454143 41.8919715078),11,9
8,POINT (-87.6129454143 41.8919715078),11,10
25,POINT (-87.6129454143 41.8919715078),11,11
23,POINT (-87.6129454143 41.8919715078),11,12
30,POINT (-87.6129454143 41.8919715078),11,13
34,POINT (-87.6129454143 41.8919715078),11,14
39,POINT (-87.6129454143 41.8919715078),11,15
30,POINT (-87.6129454143 41.8919715078),11,16
37,POINT (-87.6129454143 41.8919715078),11,17
35,POINT (-87.6129454143 41.8919715078),11,18
22,POINT (-87.6129454143 41.8919715078),11,19
15,POINT (-87.6129454143 41.8919715078),11,20
6,POINT (-87.6129454143 41.8919715078),11,21
4,POINT (-87.6129454143 41.8919715078),11,22
8,POINT (-87.6129454143 41.8919715078),12,5
7,POINT (-87.6129454143 41.8919715078),12,6
9,POINT (-87.6129454143 41.8919715078),12,7
15,POINT (-87.6129454143 41.8919715078),12,8
23,POINT (-87.6129454143 41.8919715078),12,9
16,POINT (-87.6129454143 41.8919715078),12,10
21,POINT (-87.6129454143 41.8919715078),12,11
22,POINT (-87.6129454143 41.8919715078),12,12
35,POINT (-87.6129454143 41.8919715078),12,13
28,POINT (-87.6129454143 41.8919715078),12,14
31,POINT (-87.6129454143 41.8919715078),12,15
34,POINT (-87.6129454143 41.8919715078),12,16
20,POINT (-87.6129454143 41.8919715078),12,17
22,POINT (-87.6129454143 41.8919715078),12,18
16,POINT (-87.6129454143 41.8919715078),12,19
29,POINT (-87.6129454143 41.8919715078),12,20
42,POINT (-87.6129454143 41.8919715078),12,21
17,POINT (-87.6129454143 41.8919715078),12,22
6,POINT (-87.6129454143 41.8919715078),12,23
8,POINT (-87.6129454143 41.8919715078),13,6
17,POINT (-87.6129454143 41.8919715078),13,7
15,POINT (-87.6129454143 41.8919715078),13,8
20,POINT (-87.6129454143 41.8919715078),13,9
27,POINT (-87.6129454143 41.8919715078),13,10
23,POINT (-87.6129454143 41.8919715078),13,11
19,POINT (-87.6129454143 41.8919715078),13,12
24,POINT (-87.6129454143 41.8919715078),13,13
21,POINT (-87.6129454143 41.8919715078),13,14
36,POINT (-87.6129454143 41.8919715078),13,15
18,POINT (-87.6129454143 41.8919715078),13,16
21,POINT (-87.6129454143 41.8919715078),13,17
25,POINT (-87.6129454143 41.8919715078),13,18
21,POINT (-87.6129454143 41.8919715078),13,19
17,POINT (-87.6129454143 41.8919715078),13,20
30,POINT (-87.6129454143 41.8919715078),13,21
17,POINT (-87.6129454143 41.8919715078),13,22
2,POINT (-87.6129454143 41.8919715078),14,0
3,POINT (-87.6129454143 41.8919715078),14,5
2,POINT (-87.6129454143 41.8919715078),14,6
24,POINT (-87.6129454143 41.8919715078),14,7
27,POINT (-87.6129454143 41.8919715078),14,8
27,POINT (-87.6129454143 41.8919715078),14,9
23,POINT (-87.6129454143 41.8919715078),14,10
23,POINT (-87.6129454143 41.8919715078),14,11
34,POINT (-87.6129454143 41.8919715078),14,12
34,POINT (-87.6129454143 41.8919715078),14,13
36,POINT (-87.6129454143 41.8919715078),14,14
45,POINT (-87.6129454143 41.8919715078),14,15
53,POINT (-87.6129454143 41.8919715078),14,16
42,POINT (-87.6129454143 41.8919715078),14,17
34,POINT (-87.6129454143 41.8919715078),14,18
29,POINT (-87.6129454143 41.8919715078),14,19
23,POINT (-87.6129454143 41.8919715078),14,20
11,POINT (-87.6129454143 41.8919715078),14,21
5,POINT (-87.6129454143 41.8919715078),14,22
5,POINT (-87.6129454143 41.8919715078),14,23
2,POINT (-87.6129454143 41.8919715078),15,5
2,POINT (-87.6129454143 41.8919715078),15,6
12,POINT (-87.6129454143 41.8919715078),15,7
23,POINT (-87.6129454143 41.8919715078),15,8
23,POINT (-87.6129454143 41.8919715078),15,9
25,POINT (-87.6129454143 41.8919715078),15,10
29,POINT (-87.6129454143 41.8919715078),15,11
24,POINT (-87.6129454143 41.8919715078),15,12
45,POINT (-87.6129454143 41.8919715078),15,13
49,POINT (-87.6129454143 41.8919715078),15,14
58,POINT (-87.6129454143 41.8919715078),15,15
47,POINT (-87.6129454143 41.8919715078),15,16
54,POINT (-87.6129454143 41.8919715078),15,17
47,POINT (-87.6129454143 41.8919715078),15,18
45,POINT (-87.6129454143 41.8919715078),15,19
31,POINT (-87.6129454143 41.8919715078),15,20
31,POINT (-87.6129454143 41.8919715078),15,21
12,POINT (-87.6129454143 41.8919715078),15,22
8,POINT (-87.6129454143 41.8919715078),15,23
20,POINT (-87.6129454143 41.8919715078),16,7
16,POINT (-87.6129454143 41.8919715078),16,8
16,POINT (-87.6129454143 41.8919715078),16,9
17,POINT (-87.6129454143 41.8919715078),16,10
17,POINT (-87.6129454143 41.8919715078),16,11
34,POINT (-87.6129454143 41.8919715078),16,12
62,POINT (-87.6129454143 41.8919715078),16,13
62,POINT (-87.6129454143 41.8919715078),16,14
64,POINT (-87.6129454143 41.8919715078),16,15
57,POINT (-87.6129454143 41.8919715078),16,16
71,POINT (-87.6129454143 41.8919715078),16,17
50,POINT (-87.6129454143 41.8919715078),16,18
58,POINT (-87.6129454143 41.8919715078),16,19
61,POINT (-87.6129454143 41.8919715078),16,20
41,POINT (-87.6129454143 41.8919715078),16,21
47,POINT (-87.6129454143 41.8919715078),16,22
8,POINT (-87.6129454143 41.8919715078),16,23
4,POINT (-87.6129454143 41.8919715078),17,0
2,POINT (-87.6129454143 41.8919715078),17,1
6,POINT (-87.6129454143 41.8919715078),17,7
17,POINT (-87.6129454143 41.8919715078),17,8
24,POINT (-87.6129454143 41.8919715078),17,9
29,POINT (-87.6129454143 41.8919715078),17,10
45,POINT (-87.6129454143 41.8919715078),17,11
60,POINT (-87.6129454143 41.8919715078),17,12
64,POINT (-87.6129454143 41.8919715078),17,13
75,POINT (-87.6129454143 41.8919715078),17,14
78,POINT (-87.6129454143 41.8919715078),17,15
68,POINT (-87.6129454143 41.8919715078),17,16
82,POINT (-87.6129454143 41.8919715078),17,17
95,POINT (-87.6129454143 41.8919715078),17,18
76,POINT (-87.6129454143 41.8919715078),17,19
67,POINT (-87.6129454143 41.8919715078),17,20
47,POINT (-87.6129454143 41.8919715078),17,21
43,POINT (-87.6129454143 41.8919715078),17,22
25,POINT (-87.6129454143 41.8919715078),17,23
2,POINT (-87.6159695226 41.7402057565),11,8
5,POINT (-87.6159695226 41.7402057565),11,9
3,POINT (-87.6159695226 41.7402057565),11,10
2,POINT (-87.6159695226 41.7402057565),11,11
2,POINT (-87.6159695226 41.7402057565),11,12
2,POINT (-87.6159695226 41.7402057565),11,14
